No_gen, Best, MQ, No_clus, max_clus, min_clus
1122,2.9806336391770825,3.2644194313540114,22,5,1
1123,2.9806336391770825,3.2644194313540114,22,5,1
1124,2.9806336391770825,3.2644194313540114,22,5,1
1125,2.9806336391770825,3.2644194313540114,22,5,1
1126,2.9806336391770825,3.2644194313540114,22,5,1
1127,2.9806336391770825,3.2644194313540114,22,5,1
1128,2.9806336391770825,3.2644194313540114,22,5,1
1129,2.9806336391770825,3.2644194313540114,22,5,1
1130,2.9806336391770825,3.2644194313540114,22,5,1
1131,2.9806336391770825,3.2644194313540114,22,5,1
1132,2.9806336391770825,3.2644194313540114,22,5,1
1133,2.9806336391770825,3.2644194313540114,22,5,1
1134,2.9806336391770825,3.2644194313540114,22,5,1
1135,2.9806336391770825,3.2644194313540114,22,5,1
1136,2.9806336391770825,3.2644194313540114,22,5,1
1137,2.9806336391770825,3.2644194313540114,22,5,1
1138,2.9806336391770825,3.2644194313540114,22,5,1
1139,2.9806336391770825,3.2644194313540114,22,5,1
1140,2.9806336391770825,3.2644194313540114,22,5,1
1141,2.9806336391770825,3.2644194313540114,22,5,1
1142,2.9806336391770825,3.2644194313540114,22,5,1
1143,2.9806336391770825,3.2644194313540114,22,5,1
1144,2.9806336391770825,3.2644194313540114,22,5,1
1145,2.9806336391770825,3.2644194313540114,22,5,1
1146,2.9806336391770825,3.2644194313540114,22,5,1
1147,2.9806336391770825,3.2644194313540114,22,5,1
1148,2.9806336391770825,3.2644194313540114,22,5,1
1149,2.9806336391770825,3.2644194313540114,22,5,1
1150,2.9806336391770825,3.2644194313540114,22,5,1
1151,2.9806336391770825,3.2644194313540114,22,5,1
1152,2.9806336391770825,3.2644194313540114,22,5,1
1153,2.9806336391770825,3.2644194313540114,22,5,1
1154,2.9806336391770825,3.2644194313540114,22,5,1
1155,2.9806336391770825,3.2644194313540114,22,5,1
1156,2.9806336391770825,3.2644194313540114,22,5,1
1157,2.9806336391770825,3.2644194313540114,22,5,1
1158,2.9806336391770825,3.2644194313540114,22,5,1
1159,2.9806336391770825,3.2644194313540114,22,5,1
1160,2.9806336391770825,3.2644194313540114,22,5,1
1161,2.9806336391770825,3.2644194313540114,22,5,1
1162,2.9806336391770825,3.2644194313540114,22,5,1
1163,2.9806336391770825,3.2644194313540114,22,5,1
1164,2.9806336391770825,3.2644194313540114,22,5,1
1165,2.9806336391770825,3.2644194313540114,22,5,1
1166,2.9806336391770825,3.2644194313540114,22,5,1
1167,2.9806336391770825,3.2644194313540114,22,5,1
1168,2.9806336391770825,3.2644194313540114,22,5,1
1169,2.9806336391770825,3.2644194313540114,22,5,1
1170,2.9806336391770825,3.2644194313540114,22,5,1
1171,2.9806336391770825,3.2644194313540114,22,5,1
1172,2.9806336391770825,3.2644194313540114,22,5,1
1173,2.9806336391770825,3.2644194313540114,22,5,1
1174,2.9806336391770825,3.2644194313540114,22,5,1
1175,2.9806336391770825,3.2644194313540114,22,5,1
1176,2.9806336391770825,3.2644194313540114,22,5,1
1177,2.9806336391770825,3.2644194313540114,22,5,1
1178,2.9806336391770825,3.2644194313540114,22,5,1
1179,2.9806336391770825,3.2644194313540114,22,5,1
1180,2.9806336391770825,3.2644194313540114,22,5,1
1181,2.9806336391770825,3.2644194313540114,22,5,1
1182,2.9806336391770825,3.2644194313540114,22,5,1
1183,2.9806336391770825,3.2644194313540114,22,5,1
1184,2.9806336391770825,3.2644194313540114,22,5,1
1185,2.9806336391770825,3.2644194313540114,22,5,1
1186,2.9806336391770825,3.2644194313540114,22,5,1
1187,2.9806336391770825,3.2644194313540114,22,5,1
1188,2.9806336391770825,3.2644194313540114,22,5,1
1189,2.9806336391770825,3.2644194313540114,22,5,1
1190,2.9806336391770825,3.2644194313540114,22,5,1
1191,2.9806336391770825,3.2644194313540114,22,5,1
1192,2.9806336391770825,3.2644194313540114,22,5,1
1193,2.9806336391770825,3.2644194313540114,22,5,1
1194,2.9806336391770825,3.2644194313540114,22,5,1
1195,2.9806336391770825,3.2644194313540114,22,5,1
1196,2.9806336391770825,3.2644194313540114,22,5,1
1197,2.9806336391770825,3.2644194313540114,22,5,1
1198,2.9806336391770825,3.2644194313540114,22,5,1
1199,2.9806336391770825,3.2644194313540114,22,5,1
1200,2.9806336391770825,3.2644194313540114,22,5,1
1201,2.9806336391770825,3.2644194313540114,22,5,1
1202,2.9806336391770825,3.2644194313540114,22,5,1
1203,2.9806336391770825,3.2644194313540114,22,5,1
1204,2.9806336391770825,3.2644194313540114,22,5,1
1205,2.9806336391770825,3.2644194313540114,22,5,1
1206,2.9806336391770825,3.2644194313540114,22,5,1
1207,2.9806336391770825,3.2644194313540114,22,5,1
1208,2.9806336391770825,3.2644194313540114,22,5,1
1209,2.9806336391770825,3.2644194313540114,22,5,1
1210,2.9806336391770825,3.2644194313540114,22,5,1
1211,2.9806336391770825,3.2644194313540114,22,5,1
1212,2.9806336391770825,3.2644194313540114,22,5,1
1213,2.9806336391770825,3.2644194313540114,22,5,1
1214,2.9806336391770825,3.2644194313540114,22,5,1
1215,2.9806336391770825,3.2644194313540114,22,5,1
1216,2.9806336391770825,3.2644194313540114,22,5,1
1217,2.9806336391770825,3.2644194313540114,22,5,1
1218,2.9806336391770825,3.2644194313540114,22,5,1
1219,2.9806336391770825,3.2644194313540114,22,5,1
1220,2.9806336391770825,3.2644194313540114,22,5,1
1221,2.9806336391770825,3.2644194313540114,22,5,1
1222,2.9806336391770825,3.2644194313540114,22,5,1
1223,2.9806336391770825,3.2644194313540114,22,5,1
1224,2.9806336391770825,3.2644194313540114,22,5,1
1225,2.9806336391770825,3.2644194313540114,22,5,1
1226,2.9806336391770825,3.2644194313540114,22,5,1
1227,2.9806336391770825,3.2644194313540114,22,5,1
1228,2.9806336391770825,3.2644194313540114,22,5,1
1229,2.9806336391770825,3.2644194313540114,22,5,1
1230,2.9806336391770825,3.2644194313540114,22,5,1
1231,2.9806336391770825,3.2644194313540114,22,5,1
1232,2.9806336391770825,3.2644194313540114,22,5,1
1233,2.9806336391770825,3.2644194313540114,22,5,1
1234,2.9806336391770825,3.2644194313540114,22,5,1
1235,2.9806336391770825,3.2644194313540114,22,5,1
1236,2.9806336391770825,3.2644194313540114,22,5,1
1237,2.9806336391770825,3.2644194313540114,22,5,1
1238,2.9806336391770825,3.2644194313540114,22,5,1
1239,2.9806336391770825,3.2644194313540114,22,5,1
1240,2.9806336391770825,3.2644194313540114,22,5,1
1241,2.9806336391770825,3.2644194313540114,22,5,1
1242,2.9806336391770825,3.2644194313540114,22,5,1
1243,2.9806336391770825,3.2644194313540114,22,5,1
1244,2.9806336391770825,3.2644194313540114,22,5,1
1245,2.9806336391770825,3.2644194313540114,22,5,1
1246,2.9806336391770825,3.2644194313540114,22,5,1
1247,2.9806336391770825,3.2644194313540114,22,5,1
1248,2.9806336391770825,3.2644194313540114,22,5,1
1249,2.9806336391770825,3.2644194313540114,22,5,1
1250,2.9806336391770825,3.2644194313540114,22,5,1
1251,2.9806336391770825,3.2644194313540114,22,5,1
1252,2.9806336391770825,3.2644194313540114,22,5,1
1253,2.9806336391770825,3.2644194313540114,22,5,1
1254,2.9806336391770825,3.2644194313540114,22,5,1
1255,2.9806336391770825,3.2644194313540114,22,5,1
1256,2.9806336391770825,3.2644194313540114,22,5,1
1257,2.9806336391770825,3.2644194313540114,22,5,1
1258,2.9806336391770825,3.2644194313540114,22,5,1
1259,2.9806336391770825,3.2644194313540114,22,5,1
1260,2.9806336391770825,3.2644194313540114,22,5,1
1261,2.9806336391770825,3.2644194313540114,22,5,1
1262,2.9806336391770825,3.2644194313540114,22,5,1
1263,2.9806336391770825,3.2644194313540114,22,5,1
1264,2.9806336391770825,3.2644194313540114,22,5,1
1265,2.9806336391770825,3.2644194313540114,22,5,1
1266,2.9806336391770825,3.2644194313540114,22,5,1
1267,2.9806336391770825,3.2644194313540114,22,5,1
1268,2.9806336391770825,3.2644194313540114,22,5,1
1269,2.9806336391770825,3.2644194313540114,22,5,1
1270,2.9806336391770825,3.2644194313540114,22,5,1
1271,2.9806336391770825,3.2644194313540114,22,5,1
1272,2.9806336391770825,3.2644194313540114,22,5,1
1273,2.9806336391770825,3.2644194313540114,22,5,1
1274,2.9806336391770825,3.2644194313540114,22,5,1
1275,2.9806336391770825,3.2644194313540114,22,5,1
1276,2.9806336391770825,3.2644194313540114,22,5,1
1277,2.9806336391770825,3.2644194313540114,22,5,1
1278,2.9806336391770825,3.2644194313540114,22,5,1
1279,2.9806336391770825,3.2644194313540114,22,5,1
1280,2.9806336391770825,3.2644194313540114,22,5,1
1281,2.9806336391770825,3.2644194313540114,22,5,1
1282,2.9806336391770825,3.2644194313540114,22,5,1
1283,2.9806336391770825,3.2644194313540114,22,5,1
1284,2.9806336391770825,3.2644194313540114,22,5,1
1285,2.9806336391770825,3.2644194313540114,22,5,1
1286,2.9806336391770825,3.2644194313540114,22,5,1
1287,2.9806336391770825,3.2644194313540114,22,5,1
1288,2.9806336391770825,3.2644194313540114,22,5,1
1289,2.9806336391770825,3.2644194313540114,22,5,1
1290,2.9806336391770825,3.2644194313540114,22,5,1
1291,2.9806336391770825,3.2644194313540114,22,5,1
1292,2.9806336391770825,3.2644194313540114,22,5,1
1293,2.9806336391770825,3.2644194313540114,22,5,1
1294,2.9806336391770825,3.2644194313540114,22,5,1
1295,2.9806336391770825,3.2644194313540114,22,5,1
1296,2.9806336391770825,3.2644194313540114,22,5,1
1297,2.9806336391770825,3.2644194313540114,22,5,1
1298,2.9806336391770825,3.2644194313540114,22,5,1
1299,2.9806336391770825,3.2644194313540114,22,5,1
1300,2.9806336391770825,3.2644194313540114,22,5,1
1301,2.9806336391770825,3.2644194313540114,22,5,1
1302,2.9806336391770825,3.2644194313540114,22,5,1
1303,2.9806336391770825,3.2644194313540114,22,5,1
1304,2.9806336391770825,3.2644194313540114,22,5,1
1305,2.9806336391770825,3.2644194313540114,22,5,1
1306,2.9806336391770825,3.2644194313540114,22,5,1
1307,2.9806336391770825,3.2644194313540114,22,5,1
1308,2.9806336391770825,3.2644194313540114,22,5,1
1309,2.9806336391770825,3.2644194313540114,22,5,1
1310,2.9806336391770825,3.2644194313540114,22,5,1
1311,2.9806336391770825,3.2644194313540114,22,5,1
1312,2.9806336391770825,3.2644194313540114,22,5,1
1313,2.9806336391770825,3.2644194313540114,22,5,1
1314,2.9806336391770825,3.2644194313540114,22,5,1
1315,2.9806336391770825,3.2644194313540114,22,5,1
1316,2.9806336391770825,3.2644194313540114,22,5,1
1317,2.9806336391770825,3.2644194313540114,22,5,1
1318,2.9806336391770825,3.2644194313540114,22,5,1
1319,2.9806336391770825,3.2644194313540114,22,5,1
1320,2.9806336391770825,3.2644194313540114,22,5,1
1321,2.9806336391770825,3.2644194313540114,22,5,1
1322,2.9806336391770825,3.2644194313540114,22,5,1
1323,2.9806336391770825,3.2644194313540114,22,5,1
1324,2.9806336391770825,3.2644194313540114,22,5,1
1325,2.9806336391770825,3.2644194313540114,22,5,1
1326,2.9806336391770825,3.2644194313540114,22,5,1
1327,2.9806336391770825,3.2644194313540114,22,5,1
1328,2.9806336391770825,3.2644194313540114,22,5,1
1329,2.9806336391770825,3.2644194313540114,22,5,1
1330,2.9806336391770825,3.2644194313540114,22,5,1
1331,2.9806336391770825,3.2644194313540114,22,5,1
1332,2.9806336391770825,3.2644194313540114,22,5,1
1333,2.9806336391770825,3.2644194313540114,22,5,1
1334,2.9806336391770825,3.2644194313540114,22,5,1
1335,2.9806336391770825,3.2644194313540114,22,5,1
1336,2.9806336391770825,3.2644194313540114,22,5,1
1337,2.9806336391770825,3.2644194313540114,22,5,1
1338,2.9806336391770825,3.2644194313540114,22,5,1
1339,2.9806336391770825,3.2644194313540114,22,5,1
1340,2.9806336391770825,3.2644194313540114,22,5,1
1341,2.9806336391770825,3.2644194313540114,22,5,1
1342,2.9806336391770825,3.2644194313540114,22,5,1
1343,2.9806336391770825,3.2644194313540114,22,5,1
1344,2.9806336391770825,3.2644194313540114,22,5,1
1345,2.9806336391770825,3.2644194313540114,22,5,1
1346,2.9806336391770825,3.2644194313540114,22,5,1
1347,2.9806336391770825,3.2644194313540114,22,5,1
1348,2.9806336391770825,3.2644194313540114,22,5,1
1349,2.9806336391770825,3.2644194313540114,22,5,1
1350,2.9806336391770825,3.2644194313540114,22,5,1
1351,2.9806336391770825,3.2644194313540114,22,5,1
1352,2.9806336391770825,3.2644194313540114,22,5,1
1353,2.9806336391770825,3.2644194313540114,22,5,1
1354,2.9806336391770825,3.2644194313540114,22,5,1
1355,2.9806336391770825,3.2644194313540114,22,5,1
1356,2.9806336391770825,3.2644194313540114,22,5,1
1357,2.9806336391770825,3.2644194313540114,22,5,1
1358,2.9806336391770825,3.2644194313540114,22,5,1
1359,2.9806336391770825,3.2644194313540114,22,5,1
1360,2.9806336391770825,3.2644194313540114,22,5,1
1361,2.9806336391770825,3.2644194313540114,22,5,1
1362,2.9806336391770825,3.2644194313540114,22,5,1
1363,2.9806336391770825,3.2644194313540114,22,5,1
1364,2.9806336391770825,3.2644194313540114,22,5,1
1365,2.9806336391770825,3.2644194313540114,22,5,1
1366,2.9806336391770825,3.2644194313540114,22,5,1
1367,2.9806336391770825,3.2644194313540114,22,5,1
1368,2.9806336391770825,3.2644194313540114,22,5,1
1369,2.9806336391770825,3.2644194313540114,22,5,1
1370,2.9806336391770825,3.2644194313540114,22,5,1
1371,2.9806336391770825,3.2644194313540114,22,5,1
1372,2.9806336391770825,3.2644194313540114,22,5,1
1373,2.9806336391770825,3.2644194313540114,22,5,1
1374,2.9806336391770825,3.2644194313540114,22,5,1
1375,2.9806336391770825,3.2644194313540114,22,5,1
1376,2.9806336391770825,3.2644194313540114,22,5,1
1377,2.9806336391770825,3.2644194313540114,22,5,1
1378,2.9806336391770825,3.2644194313540114,22,5,1
1379,2.9806336391770825,3.2644194313540114,22,5,1
1380,2.9806336391770825,3.2644194313540114,22,5,1
1381,2.9806336391770825,3.2644194313540114,22,5,1
1382,2.9806336391770825,3.2644194313540114,22,5,1
1383,2.9806336391770825,3.2644194313540114,22,5,1
1384,2.9806336391770825,3.2644194313540114,22,5,1
1385,2.9806336391770825,3.2644194313540114,22,5,1
1386,2.9806336391770825,3.2644194313540114,22,5,1
1387,2.9806336391770825,3.2644194313540114,22,5,1
1388,2.9806336391770825,3.2644194313540114,22,5,1
1389,2.9806336391770825,3.2644194313540114,22,5,1
1390,2.9806336391770825,3.2644194313540114,22,5,1
1391,2.9806336391770825,3.2644194313540114,22,5,1
1392,2.9806336391770825,3.2644194313540114,22,5,1
1393,2.9806336391770825,3.2644194313540114,22,5,1
1394,2.9806336391770825,3.2644194313540114,22,5,1
1395,2.9806336391770825,3.2644194313540114,22,5,1
1396,2.9806336391770825,3.2644194313540114,22,5,1
1397,2.9806336391770825,3.2644194313540114,22,5,1
1398,2.9806336391770825,3.2644194313540114,22,5,1
1399,2.9806336391770825,3.2644194313540114,22,5,1
1400,2.9806336391770825,3.2644194313540114,22,5,1
1401,2.9806336391770825,3.2644194313540114,22,5,1
1402,2.9806336391770825,3.2644194313540114,22,5,1
1403,2.9806336391770825,3.2644194313540114,22,5,1
1404,2.9806336391770825,3.2644194313540114,22,5,1
1405,2.9806336391770825,3.2644194313540114,22,5,1
1406,2.9806336391770825,3.2644194313540114,22,5,1
1407,2.9806336391770825,3.2644194313540114,22,5,1
1408,2.9806336391770825,3.2644194313540114,22,5,1
1409,2.9806336391770825,3.2644194313540114,22,5,1
1410,2.9806336391770825,3.2644194313540114,22,5,1
1411,2.9806336391770825,3.2644194313540114,22,5,1
1412,2.9806336391770825,3.2644194313540114,22,5,1
1413,2.9806336391770825,3.2644194313540114,22,5,1
1414,2.9806336391770825,3.2644194313540114,22,5,1
1415,2.9806336391770825,3.2644194313540114,22,5,1
1416,2.9806336391770825,3.2644194313540114,22,5,1
1417,2.9806336391770825,3.2644194313540114,22,5,1
1418,2.9806336391770825,3.2644194313540114,22,5,1
1419,2.9806336391770825,3.2644194313540114,22,5,1
1420,2.9806336391770825,3.2644194313540114,22,5,1
1421,2.9806336391770825,3.2644194313540114,22,5,1
1422,2.9806336391770825,3.2644194313540114,22,5,1
1423,2.9806336391770825,3.2644194313540114,22,5,1
1424,2.9806336391770825,3.2644194313540114,22,5,1
1425,2.9806336391770825,3.2644194313540114,22,5,1
1426,2.9806336391770825,3.2644194313540114,22,5,1
1427,2.9806336391770825,3.2644194313540114,22,5,1
1428,2.9806336391770825,3.2644194313540114,22,5,1
1429,2.9806336391770825,3.2644194313540114,22,5,1
1430,2.9806336391770825,3.2644194313540114,22,5,1
1431,2.9806336391770825,3.2644194313540114,22,5,1
1432,2.9806336391770825,3.2644194313540114,22,5,1
1433,2.9806336391770825,3.2644194313540114,22,5,1
1434,2.9806336391770825,3.2644194313540114,22,5,1
1435,2.9806336391770825,3.2644194313540114,22,5,1
1436,2.9806336391770825,3.2644194313540114,22,5,1
1437,2.9806336391770825,3.2644194313540114,22,5,1
1438,2.9806336391770825,3.2644194313540114,22,5,1
1439,2.9806336391770825,3.2644194313540114,22,5,1
1440,2.9806336391770825,3.2644194313540114,22,5,1
1441,2.9806336391770825,3.2644194313540114,22,5,1
1442,2.9806336391770825,3.2644194313540114,22,5,1
1443,2.9806336391770825,3.2644194313540114,22,5,1
1444,2.9806336391770825,3.2644194313540114,22,5,1
1445,2.9806336391770825,3.2644194313540114,22,5,1
1446,2.9806336391770825,3.2644194313540114,22,5,1
1447,2.9806336391770825,3.2644194313540114,22,5,1
1448,2.9806336391770825,3.2644194313540114,22,5,1
1449,2.9806336391770825,3.2644194313540114,22,5,1
1450,2.9806336391770825,3.2644194313540114,22,5,1
1451,2.9806336391770825,3.2644194313540114,22,5,1
1452,2.9806336391770825,3.2644194313540114,22,5,1
1453,2.9806336391770825,3.2644194313540114,22,5,1
1454,2.9806336391770825,3.2644194313540114,22,5,1
1455,2.9806336391770825,3.2644194313540114,22,5,1
1456,2.9806336391770825,3.2644194313540114,22,5,1
1457,2.9806336391770825,3.2644194313540114,22,5,1
1458,2.9806336391770825,3.2644194313540114,22,5,1
1459,2.9806336391770825,3.2644194313540114,22,5,1
1460,2.9806336391770825,3.2644194313540114,22,5,1
1461,2.9806336391770825,3.2644194313540114,22,5,1
1462,2.9806336391770825,3.2644194313540114,22,5,1
1463,2.9806336391770825,3.2644194313540114,22,5,1
1464,2.9806336391770825,3.2644194313540114,22,5,1
1465,2.9806336391770825,3.2644194313540114,22,5,1
1466,2.9806336391770825,3.2644194313540114,22,5,1
1467,2.9806336391770825,3.2644194313540114,22,5,1
1468,2.9806336391770825,3.2644194313540114,22,5,1
1469,2.9806336391770825,3.2644194313540114,22,5,1
1470,2.9806336391770825,3.2644194313540114,22,5,1
1471,2.9806336391770825,3.2644194313540114,22,5,1
1472,2.9806336391770825,3.2644194313540114,22,5,1
1473,2.9806336391770825,3.2644194313540114,22,5,1
1474,2.9806336391770825,3.2644194313540114,22,5,1
1475,2.9806336391770825,3.2644194313540114,22,5,1
1476,2.9806336391770825,3.2644194313540114,22,5,1
1477,2.9806336391770825,3.2644194313540114,22,5,1
1478,2.9806336391770825,3.2644194313540114,22,5,1
1479,2.9806336391770825,3.2644194313540114,22,5,1
1480,2.9806336391770825,3.2644194313540114,22,5,1
1481,2.9806336391770825,3.2644194313540114,22,5,1
1482,2.9806336391770825,3.2644194313540114,22,5,1
1483,2.9806336391770825,3.2644194313540114,22,5,1
1484,2.9806336391770825,3.2644194313540114,22,5,1
1485,2.9806336391770825,3.2644194313540114,22,5,1
1486,2.9806336391770825,3.2644194313540114,22,5,1
1487,2.9806336391770825,3.2644194313540114,22,5,1
1488,2.9806336391770825,3.2644194313540114,22,5,1
1489,2.9806336391770825,3.2644194313540114,22,5,1
1490,2.9806336391770825,3.2644194313540114,22,5,1
1491,2.9806336391770825,3.2644194313540114,22,5,1
1492,2.9806336391770825,3.2644194313540114,22,5,1
1493,2.9806336391770825,3.2644194313540114,22,5,1
1494,2.9806336391770825,3.2644194313540114,22,5,1
1495,2.9806336391770825,3.2644194313540114,22,5,1
1496,2.9806336391770825,3.2644194313540114,22,5,1
1497,2.9806336391770825,3.2644194313540114,22,5,1
1498,2.9806336391770825,3.2644194313540114,22,5,1
1499,2.9806336391770825,3.2644194313540114,22,5,1
1500,2.9806336391770825,3.2644194313540114,22,5,1
1501,2.9806336391770825,3.2644194313540114,22,5,1
1502,2.9806336391770825,3.2644194313540114,22,5,1
1503,2.9806336391770825,3.2644194313540114,22,5,1
1504,2.9806336391770825,3.2644194313540114,22,5,1
1505,2.9806336391770825,3.2644194313540114,22,5,1
1506,2.9806336391770825,3.2644194313540114,22,5,1
1507,2.9806336391770825,3.2644194313540114,22,5,1
1508,2.9806336391770825,3.2644194313540114,22,5,1
1509,2.9806336391770825,3.2644194313540114,22,5,1
1510,2.9806336391770825,3.2644194313540114,22,5,1
1511,2.9806336391770825,3.2644194313540114,22,5,1
1512,2.9806336391770825,3.2644194313540114,22,5,1
1513,2.9806336391770825,3.2644194313540114,22,5,1
1514,2.9806336391770825,3.2644194313540114,22,5,1
1515,2.9806336391770825,3.2644194313540114,22,5,1
1516,2.9806336391770825,3.2644194313540114,22,5,1
1517,2.9806336391770825,3.2644194313540114,22,5,1
1518,2.9806336391770825,3.2644194313540114,22,5,1
1519,2.9806336391770825,3.2644194313540114,22,5,1
1520,2.9806336391770825,3.2644194313540114,22,5,1
1521,2.9806336391770825,3.2644194313540114,22,5,1
1522,2.9806336391770825,3.2644194313540114,22,5,1
1523,2.9806336391770825,3.2644194313540114,22,5,1
1524,2.9806336391770825,3.2644194313540114,22,5,1
1525,2.9806336391770825,3.2644194313540114,22,5,1
1526,2.9806336391770825,3.2644194313540114,22,5,1
1527,2.9806336391770825,3.2644194313540114,22,5,1
1528,2.9806336391770825,3.2644194313540114,22,5,1
1529,2.9806336391770825,3.2644194313540114,22,5,1
1530,2.9806336391770825,3.2644194313540114,22,5,1
1531,2.9806336391770825,3.2644194313540114,22,5,1
1532,2.9806336391770825,3.2644194313540114,22,5,1
1533,2.9806336391770825,3.2644194313540114,22,5,1
1534,2.9806336391770825,3.2644194313540114,22,5,1
1535,2.9806336391770825,3.2644194313540114,22,5,1
1536,2.9806336391770825,3.2644194313540114,22,5,1
1537,2.9806336391770825,3.2644194313540114,22,5,1
1538,2.9806336391770825,3.2644194313540114,22,5,1
1539,2.9806336391770825,3.2644194313540114,22,5,1
1540,2.9806336391770825,3.2644194313540114,22,5,1
1541,2.9806336391770825,3.2644194313540114,22,5,1
1542,2.9806336391770825,3.2644194313540114,22,5,1
1543,2.9806336391770825,3.2644194313540114,22,5,1
1544,2.9806336391770825,3.2644194313540114,22,5,1
1545,2.9806336391770825,3.2644194313540114,22,5,1
1546,2.9806336391770825,3.2644194313540114,22,5,1
1547,2.9806336391770825,3.2644194313540114,22,5,1
1548,2.9806336391770825,3.2644194313540114,22,5,1
1549,2.9806336391770825,3.2644194313540114,22,5,1
1550,2.9806336391770825,3.2644194313540114,22,5,1
1551,2.9806336391770825,3.2644194313540114,22,5,1
1552,2.9806336391770825,3.2644194313540114,22,5,1
1553,2.9806336391770825,3.2644194313540114,22,5,1
1554,2.9806336391770825,3.2644194313540114,22,5,1
1555,2.9806336391770825,3.2644194313540114,22,5,1
1556,2.9806336391770825,3.2644194313540114,22,5,1
1557,2.9806336391770825,3.2644194313540114,22,5,1
1558,2.9806336391770825,3.2644194313540114,22,5,1
1559,2.9806336391770825,3.2644194313540114,22,5,1
1560,2.9806336391770825,3.2644194313540114,22,5,1
1561,2.9806336391770825,3.2644194313540114,22,5,1
1562,2.9806336391770825,3.2644194313540114,22,5,1
1563,2.9806336391770825,3.2644194313540114,22,5,1
1564,2.9806336391770825,3.2644194313540114,22,5,1
1565,2.9806336391770825,3.2644194313540114,22,5,1
1566,2.9806336391770825,3.2644194313540114,22,5,1
1567,2.9806336391770825,3.2644194313540114,22,5,1
1568,2.9806336391770825,3.2644194313540114,22,5,1
1569,2.9806336391770825,3.2644194313540114,22,5,1
1570,2.9806336391770825,3.2644194313540114,22,5,1
1571,2.9806336391770825,3.2644194313540114,22,5,1
1572,2.9806336391770825,3.2644194313540114,22,5,1
1573,2.9806336391770825,3.2644194313540114,22,5,1
1574,2.9806336391770825,3.2644194313540114,22,5,1
1575,2.9806336391770825,3.2644194313540114,22,5,1
1576,2.9806336391770825,3.2644194313540114,22,5,1
1577,2.9806336391770825,3.2644194313540114,22,5,1
1578,2.9806336391770825,3.2644194313540114,22,5,1
1579,2.9806336391770825,3.2644194313540114,22,5,1
1580,2.9806336391770825,3.2644194313540114,22,5,1
1581,2.9806336391770825,3.2644194313540114,22,5,1
1582,2.9806336391770825,3.2644194313540114,22,5,1
1583,2.9806336391770825,3.2644194313540114,22,5,1
1584,2.9806336391770825,3.2644194313540114,22,5,1
1585,2.9806336391770825,3.2644194313540114,22,5,1
1586,2.9806336391770825,3.2644194313540114,22,5,1
1587,2.9806336391770825,3.2644194313540114,22,5,1
1588,2.9806336391770825,3.2644194313540114,22,5,1
1589,2.9806336391770825,3.2644194313540114,22,5,1
1590,2.9806336391770825,3.2644194313540114,22,5,1
1591,2.9806336391770825,3.2644194313540114,22,5,1
1592,2.9806336391770825,3.2644194313540114,22,5,1
1593,2.9806336391770825,3.2644194313540114,22,5,1
1594,2.9806336391770825,3.2644194313540114,22,5,1
1595,2.9806336391770825,3.2644194313540114,22,5,1
1596,2.9806336391770825,3.2644194313540114,22,5,1
1597,2.9806336391770825,3.2644194313540114,22,5,1
1598,2.9806336391770825,3.2644194313540114,22,5,1
1599,2.9806336391770825,3.2644194313540114,22,5,1
1600,2.9806336391770825,3.2644194313540114,22,5,1
1601,2.9806336391770825,3.2644194313540114,22,5,1
1602,2.9806336391770825,3.2644194313540114,22,5,1
1603,2.9806336391770825,3.2644194313540114,22,5,1
1604,2.9806336391770825,3.2644194313540114,22,5,1
1605,2.9806336391770825,3.2644194313540114,22,5,1
1606,2.9806336391770825,3.2644194313540114,22,5,1
1607,2.9806336391770825,3.2644194313540114,22,5,1
1608,2.9806336391770825,3.2644194313540114,22,5,1
1609,2.9806336391770825,3.2644194313540114,22,5,1
1610,2.9806336391770825,3.2644194313540114,22,5,1
1611,2.9806336391770825,3.2644194313540114,22,5,1
1612,2.9806336391770825,3.2644194313540114,22,5,1
1613,2.9806336391770825,3.2644194313540114,22,5,1
1614,2.9806336391770825,3.2644194313540114,22,5,1
1615,2.9806336391770825,3.2644194313540114,22,5,1
1616,2.9806336391770825,3.2644194313540114,22,5,1
1617,2.9806336391770825,3.2644194313540114,22,5,1
1618,2.9806336391770825,3.2644194313540114,22,5,1
1619,2.9806336391770825,3.2644194313540114,22,5,1
1620,2.9806336391770825,3.2644194313540114,22,5,1
1621,2.9806336391770825,3.2644194313540114,22,5,1
1622,2.9806336391770825,3.2644194313540114,22,5,1
1623,2.9806336391770825,3.2644194313540114,22,5,1
1624,2.9806336391770825,3.2644194313540114,22,5,1
1625,2.9806336391770825,3.2644194313540114,22,5,1
1626,2.9806336391770825,3.2644194313540114,22,5,1
1627,2.9806336391770825,3.2644194313540114,22,5,1
1628,2.9806336391770825,3.2644194313540114,22,5,1
1629,2.9806336391770825,3.2644194313540114,22,5,1
1630,2.9806336391770825,3.2644194313540114,22,5,1
1631,2.9806336391770825,3.2644194313540114,22,5,1
1632,2.9806336391770825,3.2644194313540114,22,5,1
1633,2.9806336391770825,3.2644194313540114,22,5,1
1634,2.9806336391770825,3.2644194313540114,22,5,1
1635,2.9806336391770825,3.2644194313540114,22,5,1
1636,2.9806336391770825,3.2644194313540114,22,5,1
1637,2.9806336391770825,3.2644194313540114,22,5,1
1638,2.9806336391770825,3.2644194313540114,22,5,1
